Title,Getting Information,"Monitoring Processes, Materials, or Surroundings","Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials","Estimating the Quantifiable Characteristics of Products, Events, or Information","Judging the Qualities of Objects, Services, or People",Processing Information,Evaluating Information to Determine Compliance with Standards,Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies,Scheduling Work and Activities,"Organizing, Planning, and Prioritizing Work",Performing General Physical Activities,Handling and Moving Objects,Controlling Machines and Processes,"Operating Vehicles, Mechanized Devices, or Equipment",Working with Computers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Repairing and Maintaining Mechanical Equipment,Repairing and Maintaining Electronic Equipment,Documenting/Recording Information,Interpreting the Meaning of Information for Others,"Communicating with Supervisors, Peers, or Subordinates",Communicating with People Outside the Organization,Establishing and Maintaining Interpersonal Relationships,Assisting and Caring for Others,Selling or Influencing Others,Resolving Conflicts and Negotiating with Others,Performing for or Working Directly with the Public,Coordinating the Work and Activities of Others,Developing and Building Teams,Training and Teaching Others,"Guiding, Directing, and Motivating Subordinates",Coaching and Developing Others,Providing Consultation and Advice to Others,Performing Administrative Activities,Staffing Organizational Units,Monitoring and Controlling Resources
Nuclear Monitoring Technicians,20.267799999999998,22.568,21.0728,16.880499999999998,14.48,10.3243,20.8351,20.5062,18.078,18.05,11.981200000000001,20.1676,9.5432,13.299500000000002,16.7321,13.446000000000002,11.8482,8.7216,4.691999999999999,13.8159,5.1983,6.197800000000001,9.4424,22.0171,13.068,21.423199999999998,8.121599999999999,14.4282,10.1505,4.224,8.1662,3.0394,13.0468,9.8226,10.1422,6.1857,12.299999999999999,10.726,8.7856,1.504,5.7784
Social Science Research Assistants,19.1334,8.8888,14.694,0.9943,10.9074,7.003,27.2728,5.8936,24.974999999999998,12.3615,13.2664,14.544,14.1284,8.473199999999999,19.0258,0.2975,1.769,1.3439,0.354,16.8861,0.5504,0.01,0.5375,17.551199999999998,16.813,20.862399999999997,14.001300000000002,14.151399999999999,3.5721,4.861400000000001,6.076,7.1554,10.335600000000001,6.800000000000001,11.1741,5.9750000000000005,7.3112,8.6991,10.4412,4.040099999999999,5.8872
Forest and Conservation Technicians,18.8088,15.922,20.1131,15.800400000000002,13.9347,11.8989,15.6288,15.356399999999997,13.0683,21.3036,13.0419,19.3339,16.999,17.2156,21.256800000000002,19.075999999999997,18.7096,13.7295,17.292,13.5423,7.800999999999999,11.5159,5.8786000000000005,12.8856,11.4872,19.2072,16.1968,21.0405,10.3395,5.875,15.832999999999998,12.985,19.151600000000002,14.3241,14.458499999999999,13.232999999999999,13.981,13.2012,9.824,9.5608,11.4563
Forensic Science Technicians,18.8658,14.606000000000002,15.1285,9.206999999999999,7.594600000000001,11.5536,16.1916,16.49,13.642,14.615000000000002,5.5932,20.146500000000003,6.1904,4.3862000000000005,15.465600000000002,13.6644,16.9824,8.6147,6.475199999999999,12.6483,4.622400000000001,2.9381999999999997,2.9356,17.0892,15.4928,18.343,17.054399999999998,16.641,9.027999999999999,1.4005999999999998,6.6528,15.64,7.857000000000001,7.32,9.319799999999999,4.896,10.488000000000001,8.5749,9.7526,2.6936,5.592
Quality Control Analysts,11.032,16.763399999999997,16.230900000000002,15.209100000000001,7.908299999999999,9.4864,16.9993,14.767999999999999,15.5829,11.1066,7.1374,14.5656,6.5487,4.491899999999999,13.0788,6.8876,9.6255,9.2106,2.052,10.3356,3.4726,7.2092,8.954400000000001,17.1828,9.24,13.860000000000001,1.7628,7.2360999999999995,3.4029,0.6335999999999999,4.1952,0.325,4.8517,2.7944999999999998,9.4176,2.3985,5.3549999999999995,4.2532,4.5588,1.6068,3.1005000000000003
Remote Sensing Technicians,17.2134,15.819400000000002,16.38,8.4096,13.316099999999999,12.6025,21.672,15.193100000000001,18.9776,16.128,16.7076,21.3521,10.268999999999998,13.6272,17.6781,4.0916,6.5785,10.9224,2.8728,19.53,7.343200000000001,3.9,7.86,14.319,12.602099999999998,18.305999999999997,15.355499999999997,15.819400000000002,2.4254000000000002,5.9049000000000005,7.6405,3.7422,11.823599999999999,7.6725,11.422799999999999,8.181,8.1576,10.7238,7.311399999999999,4.1548,9.2125
Occupational Health and Safety Specialists,23.94,22.118599999999997,20.557800000000004,19.3952,14.36,13.445999999999998,20.6145,23.078500000000002,21.6,22.25,14.593500000000002,22.672800000000002,14.852,14.924800000000001,20.500500000000002,7.350199999999999,8.0585,8.2365,4.387,13.825000000000001,7.6405,4.837999999999999,7.798800000000001,19.2685,21.4326,24.2525,19.0385,22.8872,12.3134,13.8105,15.486,8.8976,14.560699999999999,15.814799999999998,18.589499999999997,14.212800000000001,14.739200000000002,21.1862,11.102,8.8976,11.652500000000002
Occupational Health and Safety Technicians,22.0675,21.840000000000003,21.887500000000003,20.1275,14.3152,12.387999999999998,23.49,24.734999999999996,21.0375,21.12,13.86,22.8375,12.4146,15.620000000000001,20.52,10.649999999999999,9.6725,6.534,5.5822,14.9455,6.96,4.095,6.84,19.479,18.859999999999996,22.880000000000003,14.835,21.5775,14.4625,12.1875,13.440000000000001,7.904999999999999,12.4425,11.795,20.1875,11.55,14.875,20.8,15.5125,6.96,11.033000000000001
Substance Abuse and Behavioral Disorder Counselors,23.892500000000002,24.497899999999998,21.3886,8.783999999999999,6.579,21.2762,25.4648,20.410199999999996,18.63,22.275000000000002,18.2223,17.618,18.878399999999996,19.6664,23.620499999999996,7.7978,5.332,6.566000000000001,5.838,17.511,2.6754000000000002,2.592,3.0012,23.475200000000005,10.368000000000002,14.898,17.971200000000003,20.0037,22.1662,11.565600000000002,20.3826,16.9944,14.944999999999999,15.084000000000001,12.668700000000001,8.03,14.523600000000002,16.568,12.187800000000001,5.602500000000001,5.1975
"Educational, Guidance, and Career Counselors and Advisors",22.735599999999998,13.586400000000001,18.96,2.4249,6.324999999999999,16.758,12.1971,17.107999999999997,15.084999999999999,23.4686,15.433600000000002,21.7872,19.943,21.12,24.5952,3.0378,1.7892,1.5645,1.1376,18.2313,0.675,0.4235,0.7128000000000001,19.188,18.553500000000003,25.312000000000005,20.592,26.831400000000002,25.060799999999997,10.2606,21.735,18.189,12.7664,15.0096,19.08,12.122,21.0246,21.338400000000004,13.993199999999998,4.4512,4.4096
Marriage and Family Therapists,23.0178,10.678399999999998,19.787300000000002,0.3456,2.592,13.713799999999999,8.8608,16.727,9.081199999999999,22.6576,15.037799999999999,19.509299999999996,12.3063,9.8898,19.5767,0.559,1.036,0.5750000000000001,0.5418,11.664,0.15400000000000003,0.14300000000000002,0.44099999999999995,20.995,12.0666,20.363400000000002,16.138499999999997,21.870800000000003,26.187599999999996,4.747,20.0994,13.790199999999999,8.092,6.734,8.8779,4.1145,16.272,12.1056,8.1345,2.58,0.4305
Mental Health Counselors,17.4,13.904000000000002,14.8672,1.513,3.9381999999999997,13.0963,12.8781,16.5393,12.032,15.585499999999998,18.522000000000002,14.170500000000002,14.6472,14.069400000000002,21.008,3.5984000000000003,1.4626,2.4168000000000003,1.334,13.3081,0.6832,0.252,0.5842,16.5816,14.58,20.425600000000003,12.219999999999999,26.435499999999998,26.4516,2.108,19.879,15.385,12.3063,11.268,13.7082,8.68,13.5005,10.85,10.6029,2.244,3.7213000000000003
Rehabilitation Counselors,15.47,15.289200000000003,10.716600000000001,4.313400000000001,4.5384,16.182,15.106499999999999,15.210999999999999,11.7486,20.0695,16.0809,16.1816,12.458400000000001,17.110699999999998,20.951,4.104,4.7089,1.8526,4.0527,13.944,1.7360000000000002,1.0842,0.65,17.052,10.573500000000001,22.185,19.0512,21.933600000000002,13.911999999999999,7.534800000000001,15.2397,12.802,12.2331,11.4437,12.834000000000001,11.8335,14.6493,12.75,11.1708,6.7298,7.281899999999999
"Child, Family, and School Social Workers",23.2206,19.2234,21.915,4.5486,3.1310000000000002,10.944,14.84,17.3466,8.34,19.536000000000005,18.099200000000003,16.8238,14.8672,13.530299999999999,20.2501,3.034,2.6565,0.5888,3.8514,17.199,0.1926,0.0,0.476,19.5566,12.3872,23.124,20.4288,26.187599999999996,23.6028,14.8058,20.6492,22.674599999999998,15.415999999999999,15.0183,13.838400000000002,5.227499999999999,15.050799999999999,9.3636,11.8184,2.301,5.1948
Healthcare Social Workers,19.264,15.0684,13.4532,2.4978,4.3044,10.722600000000002,9.899999999999999,11.803,9.4639,19.7074,14.608,17.068800000000003,11.997200000000001,13.0032,21.0405,3.48,2.703,1.1178,2.6586,12.1275,0.655,0.5856,0.675,21.0005,14.249400000000001,21.7116,20.382,26.261199999999995,29.233999999999998,6.0512,21.733,18.7052,14.08,12.6368,15.3468,10.1824,15.548799999999998,15.4148,10.6984,7.7824,8.1664
Mental Health and Substance Abuse Social Workers,22.481199999999998,14.875,23.1572,1.1084,7.3622000000000005,17.0372,18.9072,17.845000000000002,15.045,23.968,19.422,18.9924,18.848399999999998,17.3494,21.1248,3.0855,2.3392,1.547,2.121,12.2292,0.888,0.8316,0.8235999999999999,22.1188,15.0495,22.027400000000004,19.065,24.5195,25.0893,7.638000000000001,18.018800000000002,9.670499999999999,7.5744,10.261000000000001,16.1406,12.2379,16.516800000000003,18.561700000000002,9.150599999999999,2.6167000000000002,5.1205
Health Education Specialists,21.426900000000003,16.5321,19.4682,6.1455,10.08,20.195800000000002,22.0248,16.371299999999998,22.5216,22.7505,20.1131,26.7228,20.4408,24.5752,25.942000000000004,6.706499999999999,8.3538,5.245899999999999,3.7184000000000004,16.1734,2.376,2.6082000000000005,3.4068,17.738999999999997,24.814799999999998,26.063999999999997,25.413400000000003,29.264,18.6465,14.5775,17.5682,24.365,13.5783,20.811600000000002,24.331200000000003,10.1361,12.441600000000001,16.4145,11.084,4.2824,14.940000000000001
Probation Officers and Correctional Treatment Specialists,22.6575,17.7408,20.655,9.0168,7.1189,17.901,16.9034,22.2433,12.5664,22.016,12.155000000000001,19.6315,14.331100000000001,18.6898,23.8583,8.2056,3.7213000000000003,2.7782999999999998,7.867999999999999,17.430400000000002,1.9371999999999998,1.5272,2.3364,22.695,13.783000000000001,23.9316,17.6118,21.4082,15.768,8.7009,18.962,15.7179,11.8125,11.328000000000001,12.276,9.204,13.1892,13.4922,12.7426,6.500899999999999,7.2624
Social and Human Service Assistants,15.1866,14.4403,13.1394,5.1450000000000005,7.5184,12.354,10.106,11.0808,7.2644,13.3176,14.0589,15.772800000000002,13.2076,11.69,14.945399999999998,4.921499999999999,4.875500000000001,1.4996,2.7354,10.8129,0.5850000000000001,0.4608,0.899,18.6714,8.964,21.045600000000004,15.207500000000001,21.331200000000003,17.8086,4.0392,14.9919,18.315,11.795,9.797999999999998,13.464,5.1863,14.418,13.0472,12.482999999999999,5.3799,5.6882
Community Health Workers,19.251,18.194399999999998,18.368,11.18,10.0936,15.005999999999998,17.813000000000002,15.5498,15.518400000000002,13.2126,18.4518,25.4815,20.836499999999997,20.4106,26.9325,8.463000000000001,15.7932,4.6457999999999995,3.6974,16.412000000000003,2.3349,2.46,2.772,17.73,17.121,24.102,28.6356,28.9275,19.227600000000002,15.2019,14.193000000000001,22.268400000000003,16.0816,14.7,17.745200000000004,10.5908,15.014999999999999,10.3934,13.9065,5.1903,13.4504
Clergy,18.439799999999998,9.1656,13.478399999999999,4.8822,5.341000000000001,12.908400000000002,7.0516000000000005,9.5904,7.4146,16.9576,16.863300000000002,12.746599999999999,14.436,12.969,15.488000000000001,2.3874,2.739,2.3153,2.8086,10.4895,0.6812,1.2348,1.258,7.952399999999999,10.6529,19.197000000000003,10.6445,23.6096,22.5593,10.8192,18.021300000000004,15.966800000000001,15.549,18.791999999999998,14.748800000000001,15.221800000000002,14.489200000000002,12.0582,8.683200000000001,7.5447,8.859599999999999
"Directors, Religious Activities and Education",18.314799999999998,12.7539,18.7488,9.0915,12.9198,14.2523,9.4424,12.741299999999999,8.9991,20.267200000000003,20.0396,18.525799999999997,19.1919,17.077099999999998,24.9408,9.1476,4.142,4.0392,3.9201,12.1352,2.016,1.4720000000000002,1.2282,10.5049,12.1362,23.0724,18.1496,24.6483,24.652500000000003,9.5082,17.823,18.228,15.062,18.3456,16.4865,12.543000000000001,15.106000000000002,12.3463,12.567,8.688699999999999,14.797600000000001
Lawyers,28.0608,12.1401,24.0787,4.3056,8.7447,16.6705,21.479799999999997,27.6006,18.901,26.015,18.7452,23.3058,10.108500000000001,13.7015,20.633999999999997,1.4241,1.9737999999999998,2.6373,0.8442000000000001,13.451400000000001,0.07210000000000001,0.7998000000000001,2.9106,16.1092,18.744,11.993,19.3805,22.4814,5.486,15.750900000000001,28.4217,15.868799999999998,12.377799999999999,8.370000000000001,8.517299999999999,8.2863,7.8155,23.1028,13.386000000000001,4.6655,7.126400000000001
Judicial Law Clerks,27.5965,4.9952000000000005,19.4133,0.48589999999999994,1.096,5.6160000000000005,20.8921,16.9342,23.438399999999998,16.7348,11.628,15.120000000000001,3.8316000000000003,1.6723999999999999,14.976,0.0204,0.8512000000000001,1.0962,0.10800000000000001,8.9438,0.0714,0.10200000000000001,0.2783,6.8292,16.0058,20.4267,3.1058999999999997,14.224499999999999,5.24,2.1875,4.1808,4.0788,1.1178,0.8756999999999999,0.9984000000000001,0.13799999999999998,0.9581000000000001,5.709599999999999,3.8475,0.676,0.25070000000000003
"Administrative Law Judges, Adjudicators, and Hearing Officers",23.764000000000003,3.8628000000000005,20.139000000000003,0.793,4.0794999999999995,16.3875,20.16,23.2132,16.9226,25.529999999999998,10.687600000000002,22.5984,3.5552,10.2872,18.8244,0.8264999999999999,1.131,1.4720000000000002,1.5743999999999998,9.5976,0.5502,0.5031,0.781,14.0988,15.876,16.074,17.7472,14.120300000000002,4.9396,5.5932,20.6062,15.9516,4.1567,1.9774999999999998,4.1478,3.4495999999999998,4.452000000000001,5.6876,14.88,0.9229999999999999,2.1625
"Arbitrators, Mediators, and Conciliators",28.3521,4.8138,16.211,0.5663999999999999,1.9151999999999998,13.2741,16.172800000000002,15.9936,19.411,22.5504,12.322799999999999,19.706400000000002,8.2812,10.9872,15.870400000000002,0.0945,0.0,0.18530000000000002,0.1921,6.974100000000001,0.041600000000000005,0.0,0.0,15.9831,15.7828,7.386299999999999,9.8649,18.0642,3.7332,6.3504000000000005,30.099,6.2496,6.5024999999999995,3.18,7.5369,1.5105,6.3423,13.9695,8.790600000000001,0.351,0.6552
"Judges, Magistrate Judges, and Magistrates",28.979499999999998,8.1702,21.606999999999996,2.1,6.968699999999999,22.866500000000002,23.2492,27.8267,15.320199999999998,32.7988,10.893600000000001,22.961200000000005,8.613,17.3952,19.2228,0.7353,1.3818,3.042,0.3978,13.0285,0.5715,0.1728,0.7728,16.915,16.086000000000002,17.7072,14.8862,15.8795,4.991,3.2016,16.8608,26.633599999999998,11.2632,7.777499999999999,6.15,9.273599999999998,5.49,6.063,14.9319,3.0212,2.0125
Paralegals and Legal Assistants,19.992,12.7585,16.1586,3.9192,4.897200000000001,8.1056,20.150000000000002,20.983599999999996,16.1733,17.072,7.3903,19.7394,5.734,12.571200000000001,22.8774,2.7792,5.6354999999999995,1.5617,0.357,18.3112,0.30240000000000006,0.20900000000000002,1.49,17.092599999999997,12.075000000000001,22.072,15.9094,17.7472,5.356199999999999,1.5106,10.726199999999999,9.7295,8.6829,4.582799999999999,4.5552,3.198,4.796000000000001,5.7354,19.5156,1.4105,3.15
"Title Examiners, Abstractors, and Searchers",25.427000000000003,17.555999999999997,21.828,4.0794999999999995,6.805699999999999,6.5636,22.616,17.8324,19.979400000000002,17.8785,5.0786999999999995,15.7465,7.017600000000001,7.5589,17.248,3.26,6.2196,4.3512,1.2905,16.2078,1.9782000000000002,0.8448000000000001,1.0611000000000002,22.7304,15.4,17.262800000000002,10.023299999999999,15.2064,2.0709,1.6781,8.556,5.0076,6.4512,5.148,6.8876,3.395,5.452,5.0621,7.4752,0.9659999999999999,1.7922
"Business Teachers, Postsecondary",20.1994,7.973400000000001,14.56,3.0846,6.522399999999999,12.2608,16.088900000000002,10.509,16.744,16.308,19.236500000000003,21.1554,12.506,13.6741,19.7309,3.5136,3.4672,2.6274,1.3392,15.3636,0.671,0.2725,0.615,8.932,18.8441,19.4432,15.037799999999999,18.8976,6.8608,5.0621,6.7298,15.123,8.397,7.6725,27.9396,9.317400000000001,17.0834,15.9203,7.7805,3.7043999999999997,3.1323999999999996
"Computer Science Teachers, Postsecondary",24.5511,12.4227,16.3655,4.438999999999999,9.0592,11.766000000000002,23.045,12.8904,21.887500000000003,23.1264,25.926,26.9235,16.4312,13.2184,21.1972,2.0125,2.839,3.667,0.8976000000000001,24.459,6.485999999999999,2.0328,4.356,16.1622,18.549599999999998,21.2338,16.473599999999998,15.9003,8.3212,6.357400000000001,8.415000000000001,8.0215,13.961199999999998,12.9804,27.4075,13.9776,17.1831,17.0289,9.4135,6.5412,6.469799999999999
"Mathematical Science Teachers, Postsecondary",20.195800000000002,5.8716,12.881599999999999,3.6431999999999998,6.450699999999999,9.514199999999999,12.605999999999998,4.992,13.9908,15.0876,16.8448,18.8784,12.2625,9.025799999999998,12.964500000000001,1.4476,2.7864,2.7636,1.1455,14.391599999999999,0.504,0.22890000000000002,0.9864,12.276000000000002,18.5472,19.3248,8.7953,15.2835,8.844999999999999,4.276800000000001,7.956,11.202900000000001,10.535,7.1240000000000006,24.138,13.185599999999997,16.6112,11.755799999999999,9.361099999999999,4.4576,3.22
"Architecture Teachers, Postsecondary",24.721200000000003,15.33,21.0944,7.0716,12.572999999999999,19.878500000000003,18.791999999999998,11.477699999999999,16.2692,21.2605,24.217799999999997,26.311400000000003,19.4322,20.327299999999997,27.4065,5.644800000000001,8.328,7.8624,2.4311000000000003,16.769199999999998,17.3882,2.4286999999999996,1.8224000000000002,12.0479,18.1152,20.0882,22.0176,23.976,7.313999999999999,10.3416,16.8371,11.584000000000001,18.316799999999997,15.206399999999999,25.922800000000002,14.324399999999999,18.8665,17.5,10.978299999999999,8.1715,7.911000000000001
"Engineering Teachers, Postsecondary",20.897799999999997,13.8128,16.564799999999998,9.628,17.505899999999997,14.4573,26.7007,10.5792,26.611200000000004,22.5412,29.770899999999997,29.383200000000002,16.6797,19.510900000000003,20.6316,2.7302,4.845,7.7824,1.3920000000000001,16.4374,3.4144,3.5672,4.393,11.935,19.008,20.029799999999998,16.9087,15.859399999999999,5.183199999999999,5.2041,10.0998,3.4029,18.348799999999997,11.346900000000002,27.329599999999996,12.5598,18.6648,19.1862,7.038900000000001,9.903599999999999,11.3354
"Agricultural Sciences Teachers, Postsecondary",25.5717,20.2516,21.6067,7.155,13.3595,14.001,19.8656,13.1406,17.37,22.828,21.802300000000002,25.1136,17.8445,22.139200000000002,23.966800000000003,9.5658,12.684,7.1033,5.1088000000000005,11.4755,4.723399999999999,5.211799999999999,2.9992,16.8099,22.2176,24.326999999999998,23.0232,25.681499999999996,12.1737,7.6986,13.635,12.8428,19.9104,15.2478,26.649,20.328,22.2921,15.583700000000002,13.1445,12.8148,12.7635
"Biological Science Teachers, Postsecondary",24.338,20.8822,25.3602,13.286700000000002,17.2974,20.6567,27.040799999999997,14.155299999999999,24.596,23.98,26.092000000000002,28.2893,21.8508,18.720999999999997,24.224800000000002,3.6764,5.6785,5.6502,1.9493999999999998,18.7272,1.8819,1.2240000000000002,1.3579999999999999,19.5254,24.730800000000002,22.9761,12.042800000000002,16.107,6.707699999999999,6.11,9.0472,9.7393,15.469999999999999,11.808,28.200000000000003,15.120000000000001,21.4,17.3728,10.5264,4.7294,8.385
"Forestry and Conservation Science Teachers, Postsecondary",29.567999999999998,23.171200000000002,26.035999999999998,9.166500000000001,19.5156,20.1596,24.3817,8.760700000000002,24.5088,25.255999999999997,26.4724,29.293999999999997,17.298000000000002,13.357399999999998,21.132699999999996,11.49,8.4411,3.6672,5.3148,16.4625,1.9479,1.8422,1.3528,18.5174,27.5425,23.1516,18.471,20.0736,6.0525,3.8177999999999996,10.767000000000001,11.6487,17.4658,12.3735,25.894400000000005,18.8201,20.9214,16.779600000000002,10.2024,3.7800000000000002,7.4202
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",21.4704,12.7156,17.8445,5.6862,10.0473,12.0376,18.3912,7.416599999999999,20.832,17.176,20.9817,22.4926,14.2,13.3029,18.768,5.251399999999999,5.507099999999999,6.471400000000001,2.52,16.4749,3.3480000000000003,2.7004,3.0504,14.7072,21.166500000000003,17.834000000000003,10.345400000000001,17.025,9.362,3.7736,9.629999999999999,13.2888,11.0405,7.422599999999999,24.7599,13.2327,16.695,13.850700000000002,9.8384,3.8177999999999996,7.795899999999999
"Chemistry Teachers, Postsecondary",17.5272,10.7042,15.575000000000001,5.888,8.4966,12.1476,18.1356,8.9698,19.2231,17.924699999999998,19.510900000000003,21.9105,14.7264,11.1748,18.3456,4.386,7.0366,4.9713,0.7020000000000001,13.223999999999998,1.2056,2.7144,3.2752000000000003,10.2393,22.2768,18.460500000000003,11.786800000000001,19.2647,7.701,5.488000000000001,8.7963,6.476999999999999,12.501999999999999,9.801,26.8525,10.557,19.288099999999996,12.191199999999998,9.6976,4.3026,7.818600000000001
"Environmental Science Teachers, Postsecondary",22.4338,19.305,20.0291,7.281899999999999,14.041500000000001,16.6192,21.5061,11.0595,19.660600000000002,19.368299999999998,20.501999999999995,24.0648,15.096000000000002,15.136800000000001,21.894,5.832,6.5475,6.469799999999999,3.3215999999999997,16.05,3.06,4.142,4.2436,14.0868,20.176,21.134199999999996,13.653500000000001,19.0163,9.9792,3.88,9.562600000000002,8.683200000000001,14.406,11.2144,24.987299999999998,14.5024,17.856,13.626799999999998,8.1081,6.6035,10.0536
